,GeoName,Income,Year,GeoFips
3686,"Chesapeake (Independent City), VA",43473,2011,51550
3687,"Humboldt, NV",43426,2011,32013
3688,"Medina, OH",43425,2011,39103
3689,"Richardson, NE",43414,2011,31147
3690,"Gloucester, NJ",43410,2011,34015
3691,"McPherson, KS",43400,2011,20113
3692,"La Plata, CO",43370,2011,08067
3693,"Lamoille, VT",43346,2011,50015
3694,"Linn, IA",43345,2011,19113
3695,"Marshall, KS",43332,2011,20117
3696,"Ramsey, MN",43332,2011,27123
3697,"McPherson, SD",43309,2011,46089
3698,"Spotsylvania + Fredericksburg, VA*",43300,2011,51951
3699,"Parker, TX",43299,2011,48367
3700,"Polk, IA",43287,2011,19153
3701,"Stevens, KS",43285,2011,20189
3702,"Andrews, TX",43277,2011,48003
3703,"Garfield, NE",43257,2011,31071
3704,"Archer, TX",43238,2011,48009
3705,"Jefferson, AL",43235,2011,01073
3706,"Matanuska-Susitna Borough, AK",43229,2011,02170
3707,"Hood, TX",43218,2011,48221
3708,"Harper, KS",43217,2011,20077
3709,"Martin, TX",43201,2011,48317
3710,"Renville, MN",43196,2011,27129
3711,"Roberts, TX",43196,2011,48393
3712,"Walsh, ND",43188,2011,38099
3713,"Wichita, TX",43188,2011,48485
3714,"St. Charles, LA",43184,2011,22089
3715,"Monroe, NY",43146,2011,36055
3716,"Pierce, ND",43124,2011,38069
3717,"Cooke, TX",43124,2011,48097
3718,"Jefferson, NE",43119,2011,31095
3719,"Iowa, IA",43118,2011,19095
3720,"Johnson, IA",43116,2011,19103
3721,"Lavaca, TX",43115,2011,48285
3722,"Gage, NE",43114,2011,31067
3723,"Esmeralda, NV",43113,2011,32009
3724,"Berkshire, MA",43105,2011,25003
3725,"Jefferson, NY",43072,2011,36045
3726,"Hillsborough, FL",43057,2011,12057
3727,"Marshall, MN",43056,2011,27089
3728,"Jefferson, LA",43045,2011,22051
3729,"Davison, SD",43042,2011,46035
3730,"Morton, ND",43010,2011,38059
3731,"Valley, NE",42993,2011,31175
3732,"Martin, MN",42983,2011,27091
3733,"Camden, NJ",42966,2011,34007
3734,"Kitsap, WA",42965,2011,53035
3735,"Platte, WY",42956,2011,56031
3736,"Rutland, VT",42953,2011,50021
3737,"Bath, VA",42934,2011,51017
3738,"Ramsey, ND",42930,2011,38071
3739,"Fayette, TX",42889,2011,48149
3740,"Phillips, CO",42858,2011,08095
3741,"Golden Valley, MT",42855,2011,30037
3742,"Gilliam, OR",42848,2011,41021
3743,"Fayette, TN",42843,2011,47047
3744,"Yolo, CA",42841,2011,06113
3745,"Cook, MN",42836,2011,27031
3746,"Daniels, MT",42828,2011,30019
3747,"Bennington, VT",42811,2011,50003
3748,"Kenton, KY",42803,2011,21117
3749,"Webster, NE",42795,2011,31181
3750,"Hitchcock, NE",42780,2011,31087
3751,"Carson City (Independent City), NV",42738,2011,32510
3752,"Baca, CO",42719,2011,08009
3753,"Washakie, WY",42700,2011,56043
3754,"Benton, IA",42696,2011,19011
3755,"St. Charles, MO",42692,2011,29183
3756,"Pulaski, AR",42675,2011,05119
3757,"Scurry, TX",42671,2011,48415
3758,"Walton, FL",42643,2011,12131
3759,"Kent, MI",42642,2011,26081
3760,"Columbia, GA",42613,2011,13073
3761,"Roger Mills, OK",42607,2011,40129
3762,"Hamilton, NY",42594,2011,36041
3763,"Roanoke + Salem, VA*",42574,2011,51944
3764,"Elko, NV",42573,2011,32007
3765,"Cuyahoga, OH",42545,2011,39035
3766,"Pennington, SD",42541,2011,46103
3767,"Saunders, NE",42524,2011,31155
3768,"Harding, NM",42499,2011,35021
3769,"Franklin, MA",42495,2011,25011
3770,"Jefferson, WV",42490,2011,54037
3771,"Eddy, ND",42471,2011,38027
3772,"Gray, TX",42468,2011,48179
3773,"East Baton Rouge, LA",42450,2011,22033
3774,"Florence, WI",42449,2011,55037
3775,"Buffalo, NE",42448,2011,31019
3776,"Northampton, PA",42417,2011,42095
3777,"Chippewa, MN",42411,2011,27023
3778,"Addison, VT",42407,2011,50001
3779,"Cottle, TX",42403,2011,48101
3780,"Dare, NC",42401,2011,37055
3781,"Cheshire, NH",42376,2011,33005
3782,"Seward, NE",42349,2011,31159
3783,"Wayne, NE",42321,2011,31179
3784,"Blanco, TX",42319,2011,48031
3785,"McPherson, NE",42314,2011,31117
3786,"Boone, IA",42313,2011,19015
3787,"Hamilton, TN",42302,2011,47065
3788,"McLean, IL",42288,2011,17113
3789,"Benton, WA",42280,2011,53005
3790,"Grant, KS",42279,2011,20067
3791,"Ouray, CO",42246,2011,08091
3792,"Goodhue, MN",42246,2011,27049
3793,"Brown, MN",42245,2011,27015
3794,"San Luis Obispo, CA",42219,2011,06079
3795,"Emmet, MI",42181,2011,26047
3796,"Upton, TX",42169,2011,48461
3797,"Kittson, MN",42135,2011,27069
3798,"Sheridan, NE",42118,2011,31161
3799,"Moore, NC",42109,2011,37125
3800,"St. Croix, WI",42097,2011,55109
3801,"Ascension, LA",42093,2011,22005
3802,"Will, IL",42073,2011,17197
3803,"Porter, IN",42070,2011,18127
3804,"Tarrant, TX",42069,2011,48439
3805,"Orleans, LA",42061,2011,22071
3806,"Island, WA",42054,2011,53029
3807,"Westmoreland, PA",42046,2011,42129
3808,"Schenectady, NY",42043,2011,36093
3809,"Lincoln, NE",42029,2011,31111
3810,"Douglas, IL",42005,2011,17041
3811,"Brown, WI",41997,2011,55009
3812,"Kandiyohi, MN",41994,2011,27067
3813,"Howard, IA",41946,2011,19089
3814,"Warren, NY",41942,2011,36113
3815,"Bristol, MA",41939,2011,25005
3816,"Gloucester, VA",41933,2011,51073
3817,"Austin, TX",41929,2011,48015
3818,"Lee, FL",41922,2011,12071
3819,"White, IL",41916,2011,17193
3820,"Philadelphia, PA",41892,2011,42101
3821,"Pennington, MN",41881,2011,27113
3822,"Yankton, SD",41872,2011,46135
3823,"Snohomish, WA",41868,2011,53061
3824,"Lincoln, ME",41859,2011,23015
3825,"Sarpy, NE",41859,2011,31153
3826,"Garfield, OK",41842,2011,40047
3827,"Rush, KS",41842,2011,20165
3828,"Box Butte, NE",41839,2011,31013
3829,"Columbia, WA",41834,2011,53013
3830,"Broward, FL",41826,2011,12011
3831,"Prince George's, MD",41822,2011,24033
3832,"Buchanan, IA",41794,2011,19019
3833,"Randall, TX",41793,2011,48381
3834,"Morris, TX",41775,2011,48343
3835,"Orange, NY",41766,2011,36071
3836,"Wrangell City and Borough, AK*",41760,2011,02275
3837,"Hinsdale, CO",41757,2011,08053
3838,"Niobrara, WY",41751,2011,56027
3839,"Okaloosa, FL",41743,2011,12091
3840,"York, ME",41721,2011,23031
3841,"Ohio, WV",41701,2011,54069
3842,"Nome Census Area, AK",41700,2011,02180
3843,"Posey, IN",41695,2011,18129
3844,"San Juan, CO",41685,2011,08111
3845,"Buena Vista, IA",41676,2011,19021
3846,"Ocean, NJ",41667,2011,34029
3847,"Windham, VT",41649,2011,50025
3848,"Teller, CO",41640,2011,08119
3849,"Fisher, TX",41637,2011,48151
3850,"Onondaga, NY",41634,2011,36067
3851,"Rooks, KS",41633,2011,20163
3852,"Franklin, OH",41618,2011,39049
3853,"Ontario, NY",41618,2011,36069
3854,"Platte, NE",41614,2011,31141
3855,"Multnomah, OR",41614,2011,41051
3856,"Caddo, LA",41598,2011,22017
3857,"Yellowstone, MT",41592,2011,30111
3858,"Bremer, IA",41578,2011,19017
3859,"Dauphin, PA",41552,2011,42043
3860,"Kane, IL",41543,2011,17089
3861,"Columbia, WI",41536,2011,55021
3862,"Salem, NJ",41535,2011,34033
3863,"York, PA",41465,2011,42133
3864,"Green, WI",41455,2011,55045
3865,"Monterey, CA",41452,2011,06053
3866,"Kanawha, WV",41449,2011,54039
3867,"Sagadahoc, ME",41441,2011,23023
3868,"Botetourt, VA",41410,2011,51023
3869,"Lincoln, MN",41393,2011,27081
3870,"Faribault, MN",41380,2011,27043
3871,"Bell, TX",41378,2011,48027
3872,"Refugio, TX",41359,2011,48391
3873,"Lewis and Clark, MT",41345,2011,30049
3874,"Montgomery, TN",41337,2011,47125
3875,"Aransas, TX",41317,2011,48007
3876,"Garfield, WA",41308,2011,53023
3877,"Cerro Gordo, IA",41265,2011,19033
3878,"Morgan, UT",41263,2011,49029
3879,"Pulaski, MO",41256,2011,29169
3880,"Red Willow, NE",41248,2011,31145
3881,"Macon, IL",41235,2011,17115
3882,"Brown, KS",41221,2011,20013
3883,"Powhatan, VA",41212,2011,51145
3884,"Wabaunsee, KS",41202,2011,20197
3885,"Grand Forks, ND",41199,2011,38035
3886,"Rio Blanco, CO",41181,2011,08103
3887,"Chase, KS",41173,2011,20017
3888,"Mono, CA",41168,2011,06051
3889,"Woodward, OK",41163,2011,40153
3890,"Cherry, NE",41162,2011,31031
3891,"Hancock, ME",41135,2011,23009
3892,"Durham, NC",41102,2011,37063
3893,"Adams, NE",41089,2011,31001
3894,"Plaquemines, LA",41087,2011,22075
3895,"Colorado, TX",41082,2011,48089
3896,"Jefferson, MT",41066,2011,30043
3897,"Floyd, IN",41065,2011,18043
3898,"Shelby, TN",41055,2011,47157
3899,"Thurston, WA",41034,2011,53067
3900,"Sullivan, NH",41027,2011,33019
3901,"Swift, MN",41016,2011,27151
3902,"Greene, OH",41011,2011,39057
3903,"Dewey, OK",41007,2011,40043
3904,"Ottawa, OH",40991,2011,39123
3905,"Passaic, NJ",40991,2011,34031
3906,"Howard, NE",40990,2011,31093
3907,"Weston, WY",40988,2011,56045
3908,"De Baca, NM",40985,2011,35011
3909,"Trego, KS",40985,2011,20195
3910,"Dodge, MN",40976,2011,27039
3911,"Kerr, TX",40963,2011,48265
3912,"Charles Mix, SD",40951,2011,46023
3913,"Bartholomew, IN",40951,2011,18005
3914,"De Witt, IL",40939,2011,17039
3915,"Big Stone, MN",40933,2011,27011
3916,"Clermont, OH",40932,2011,39025
3917,"Hampshire, MA",40926,2011,25015
3918,"Texas, OK",40926,2011,40139
3919,"Fayette, KY",40900,2011,21067
3920,"Sheboygan, WI",40879,2011,55117
3921,"Fall River, SD",40844,2011,46047
3922,"Effingham, IL",40841,2011,17049
3923,"Vanderburgh, IN",40833,2011,18163
3924,"Anoka, MN",40828,2011,27003
3925,"Outagamie, WI",40823,2011,55087
3926,"Summit, OH",40814,2011,39153
3927,"Kendall, IL",40788,2011,17093
3928,"Hamlin, SD",40780,2011,46057
3929,"Lake, OH",40779,2011,39085
3930,"Grant, MN",40774,2011,27051
3931,"Hampden, MA",40772,2011,25013
3932,"West Baton Rouge, LA",40757,2011,22121
3933,"Montague, TX",40734,2011,48337
3934,"Carteret, NC",40731,2011,37031
3935,"Woodford, KY",40718,2011,21239
3936,"Harrison, WV",40679,2011,54033
3937,"Pondera, MT",40660,2011,30073
3938,"Houston, MN",40654,2011,27055
3939,"Lafourche, LA",40644,2011,22057
3940,"Stillwater, MT",40642,2011,30095
3941,"Grant, NE",40635,2011,31075
3942,"Cottonwood, MN",40618,2011,27033
3943,"Swisher, TX",40600,2011,48437
3944,"Codington, SD",40598,2011,46029
3945,"Jefferson, KY",40590,2011,21111
3946,"Deaf Smith, TX",40589,2011,48117
3947,"Erie, NY",40584,2011,36029
3948,"Uinta, WY",40571,2011,56041
3949,"Stephens, OK",40551,2011,40137
3950,"Frederick + Winchester, VA*",40544,2011,51921
3951,"Lyon, MN",40535,2011,27083
3952,"Woods, OK",40534,2011,40151
3953,"Hancock, IN",40530,2011,18059
3954,"Union, AR",40526,2011,05139
3955,"Tazewell, IL",40454,2011,17179
3956,"Putnam, OH",40454,2011,39137
3957,"Sangamon, IL",40444,2011,17167
3958,"Ector, TX",40403,2011,48135
3959,"Chatham, GA",40374,2011,13051
3960,"Warren, VA",40374,2011,51187
3961,"Gallatin, MT",40365,2011,30031
3962,"Grant, ND",40344,2011,38037
3963,"Washington, CO",40323,2011,08121
3964,"Greene, GA",40320,2011,13133
3965,"St. James, LA",40320,2011,22093
3966,"Colusa, CA",40313,2011,06011
3967,"Clayton, IA",40289,2011,19043
3968,"Jackson, CO",40283,2011,08057
3969,"Lancaster, NE",40276,2011,31109
3970,"Greeley, NE",40270,2011,31077
3971,"Adair, IA",40249,2011,19001
3972,"El Paso, CO",40242,2011,08041
3973,"Tama, IA",40238,2011,19171
3974,"Middlesex, VA",40237,2011,51119
3975,"Manatee, FL",40220,2011,12081
3976,"Roseau, MN",40212,2011,27135
3977,"Hancock, OH",40209,2011,39063
3978,"Deuel, NE",40185,2011,31049
3979,"Oneida, WI",40184,2011,55085
3980,"Mercer, IL",40180,2011,17131
3981,"Worth, IA",40162,2011,19195
3982,"Charlevoix, MI",40156,2011,26029
3983,"Knox, ME",40144,2011,23013
3984,"Garfield, CO",40133,2011,08045
3985,"Clay, KS",40130,2011,20027
3986,"Putnam, WV",40129,2011,54079
3987,"Walworth, SD",40121,2011,46129
3988,"Atlantic, NJ",40085,2011,34001
3989,"Victoria, TX",40069,2011,48469
3990,"Mercer, OH",40066,2011,39107
3991,"Nueces, TX",40036,2011,48355
3992,"Warren, IA",40020,2011,19181
3993,"Madison, NE",40018,2011,31119
3994,"Manitowoc, WI",39982,2011,55071
3995,"Monona, IA",39982,2011,19133
3996,"Waseca, MN",39978,2011,27161
3997,"Berks, PA",39972,2011,42011
3998,"Sioux, IA",39966,2011,19167
3999,"Crawford, IL",39950,2011,17033
4000,"Sibley, MN",39948,2011,27143
4001,"Strafford, NH",39945,2011,33017
4002,"Clay, MO",39934,2011,29047
4003,"St. Louis, MN",39907,2011,27137
4004,"Dodge, NE",39903,2011,31053
4005,"Somervell, TX",39900,2011,48425
4006,"Crane, TX",39887,2011,48103
4007,"La Crosse, WI",39859,2011,55063
4008,"Williamson, TX",39846,2011,48491
4009,"Grand, UT",39838,2011,49019
4010,"Delaware, IA",39836,2011,19055
4011,"Calumet, WI",39786,2011,55015
4012,"Hendricks, IN",39778,2011,18063
4013,"Racine, WI",39775,2011,55101
4014,"Brazoria, TX",39775,2011,48039
4015,"Wright, MN",39769,2011,27171
4016,"Carlisle, KY",39762,2011,21039
4017,"Dimmit, TX",39753,2011,48127
4018,"Sherman, NE",39746,2011,31163
4019,"Lancaster, PA",39736,2011,42071
4020,"Skagit, WA",39731,2011,53057
4021,"Ada, ID",39720,2011,16001
4022,"Ulster, NY",39701,2011,36111
4023,"Bossier, LA",39701,2011,22015
4024,"Madison, IA",39684,2011,19121
4025,"Nobles, MN",39666,2011,27105
4026,"Sacramento, CA",39655,2011,06067
4027,"Lawrence, SD",39650,2011,46081
4028,"Jo Daviess, IL",39606,2011,17085
4029,"Jefferson, WA",39603,2011,53031
4030,"McClain, OK",39595,2011,40087
4031,"Nicollet, MN",39588,2011,27103
4032,"Madison, MT",39577,2011,30057
4033,"Plumas, CA",39560,2011,06063
4034,"Kewaunee, WI",39557,2011,55061
4035,"Wabasha, MN",39556,2011,27157
4036,"Norton, KS",39551,2011,20137
4037,"Knox, TN",39551,2011,47093
4038,"Loudon, TN",39540,2011,47105
4039,"Huron, MI",39529,2011,26063
4040,"Rensselaer, NY",39521,2011,36083
4041,"DeKalb, GA",39507,2011,13089
4042,"Mower, MN",39502,2011,27099
4043,"Custer, OK",39488,2011,40039
4044,"Miami-Dade, FL",39476,2011,12086
4045,"Major, OK",39465,2011,40093
4046,"McCracken, KY",39457,2011,21145
4047,"Hill, MT",39455,2011,30041
4048,"Morton, KS",39437,2011,20129
4049,"Menard, IL",39437,2011,17129
4050,"Tom Green, TX",39435,2011,48451
4051,"Chariton, MO",39434,2011,29041
4052,"Lewis, NY",39429,2011,36049
4053,"Eau Claire, WI",39418,2011,55035
4054,"Marathon, WI",39417,2011,55073
4055,"Hockley, TX",39392,2011,48219
4056,"Brookings, SD",39390,2011,46011
4057,"Boone, KY",39389,2011,21015
4058,"Camden, NC",39374,2011,37029
4059,"Henry, IL",39368,2011,17073
4060,"Saline, KS",39362,2011,20169
4061,"Pierce, WA",39346,2011,53053
4062,"Armstrong, TX",39339,2011,48011
4063,"Fremont, IA",39323,2011,19071
4064,"Cascade, MT",39311,2011,30013
4065,"Keith, NE",39306,2011,31101
4066,"Meagher, MT",39298,2011,30059
4067,"Riley, KS",39290,2011,20161
4068,"Terrebonne, LA",39287,2011,22109
4069,"Orange, VA",39278,2011,51137
4070,"Canadian, OK",39278,2011,40017
4071,"Miami, KS",39276,2011,20121
4072,"Cecil, MD",39270,2011,24015
4073,"Carroll, IL",39267,2011,17015
4074,"Meade, SD",39262,2011,46093
4075,"Crawford, IA",39256,2011,19047
4076,"Winnebago, WI",39255,2011,55139
4077,"Pepin, WI",39254,2011,55091
4078,"Fremont, WY",39211,2011,56013
4079,"Vilas, WI",39210,2011,55125
4080,"Polk, MN",39207,2011,27119
4081,"Cameron, PA",39194,2011,42023
4082,"Harrison, IA",39187,2011,19085
4083,"Armstrong, PA",39182,2011,42005
4084,"Champaign, IL",39173,2011,17019
4085,"Forsyth, NC",39173,2011,37067
4086,"Winneshiek, IA",39163,2011,19191
4087,"Shawnee, KS",39147,2011,20177
4088,"Elk, PA",39146,2011,42047
4089,"Logan, CO",39143,2011,08075
4090,"Northumberland, VA",39142,2011,51133
4091,"Lincoln, WA",39136,2011,53043
4092,"Johnson, IN",39133,2011,18081
4093,"Dewey, SD",39124,2011,46041
4094,"Larimer, CO",39109,2011,08069
4095,"Dubuque, IA",39085,2011,19061
4096,"Butler, KS",39069,2011,20015
4097,"Milwaukee, WI",39065,2011,55079
4098,"Adams, PA",39061,2011,42001
4099,"Clark, WA",39044,2011,53011
4100,"Pope, MN",39042,2011,27121
4101,"Cole, MO",39031,2011,29051
4102,"Kingfisher, OK",39018,2011,40073
4103,"Providence, RI",39010,2011,44007
4104,"Curry, NM",39005,2011,35009
4105,"Fillmore, MN",39002,2011,27045
4106,"Cherokee, GA",38996,2011,13057
4107,"Green Lake, WI",38961,2011,55047
4108,"Franklin, IN",38953,2011,18047
4109,"Culpeper, VA",38951,2011,51047
4110,"Benton, IN",38944,2011,18007
4111,"Wood, OH",38928,2011,39173
4112,"Poweshiek, IA",38912,2011,19157
4113,"Sussex, DE",38874,2011,10005
4114,"Cleveland, OK",38874,2011,40027
4115,"Emmet, IA",38870,2011,19063
4116,"Iredell, NC",38854,2011,37097
4117,"Boone, MO",38822,2011,29019
4118,"Keokuk, IA",38812,2011,19107
4119,"Clinton, IL",38811,2011,17027
4120,"Lackawanna, PA",38793,2011,42069
4121,"Clinton, OH",38783,2011,39027
4122,"Jackson, MO",38774,2011,29095
4123,"Harris, GA",38771,2011,13145
4124,"Red Lake, MN",38767,2011,27125
4125,"Kalamazoo, MI",38756,2011,26077
4126,"Taylor, TX",38756,2011,48441
4127,"Park, MT",38740,2011,30067
4128,"Alfalfa, OK",38738,2011,40003
4129,"DeWitt, TX",38731,2011,48123
4130,"Orange, VT",38709,2011,50017
4131,"Baltimore (Independent City), MD",38688,2011,24510
4132,"Watonwan, MN",38685,2011,27165
4133,"Stark, IL",38665,2011,17175
4134,"Nelson, VA",38653,2011,51125
4135,"Cass, IA",38638,2011,19029
4136,"Solano, CA",38635,2011,06095
4137,"Bexar, TX",38633,2011,48029
4138,"Winona, MN",38631,2011,27169
4139,"Iowa, WI",38622,2011,55049
4140,"Ohio, IN",38622,2011,18115
4141,"Rock Island, IL",38601,2011,17161
4142,"Rankin, MS",38589,2011,28121
4143,"Ward, TX",38586,2011,48475
4144,"Beaver, PA",38579,2011,42007
4145,"Carbon, MT",38543,2011,30009
4146,"Steele, MN",38543,2011,27147
4147,"Stewart, TN",38542,2011,47161
4148,"Lea, NM",38541,2011,35025
4149,"Goshen, WY",38516,2011,56015
4150,"Jasper, IL",38511,2011,17079
4151,"Lafayette, WI",38510,2011,55065
4152,"Eureka, NV",38507,2011,32011
4153,"Barron, WI",38502,2011,55005
4154,"Brevard, FL",38495,2011,12009
4155,"Auglaize, OH",38485,2011,39011
4156,"White Pine, NV",38440,2011,32033
4157,"Davie, NC",38426,2011,37059
4158,"Crockett, TX",38405,2011,48105
4159,"Franklin, VT",38387,2011,50011
4160,"Lake, MN",38385,2011,27075
4161,"Yoakum, TX",38375,2011,48501
4162,"Winnebago, IA",38374,2011,19189
4163,"Des Moines, IA",38352,2011,19057
4164,"Potter, TX",38351,2011,48375
4165,"Warren, IN",38328,2011,18171
4166,"Windham, CT",38325,2011,09015
4167,"Leon, FL",38323,2011,12073
4168,"Colfax, NE",38318,2011,31037
4169,"Schleicher, TX",38310,2011,48413
4170,"Salt Lake, UT",38301,2011,49035
4171,"Kennebec, ME",38298,2011,23011
4172,"Muscatine, IA",38286,2011,19139
4173,"Wilson, TN",38282,2011,47189
4174,"Trempealeau, WI",38282,2011,55121
4175,"Rapides, LA",38274,2011,22079
4176,"Jim Wells, TX",38266,2011,48249
4177,"McLeod, MN",38257,2011,27085
4178,"Union, OH",38252,2011,39159
4179,"Whatcom, WA",38232,2011,53073
4180,"Union, NC",38231,2011,37179
4181,"Santa Rosa, FL",38227,2011,12113
4182,"Dickinson, KS",38227,2011,20041
4183,"Lebanon, PA",38225,2011,42075
4184,"Chisago, MN",38213,2011,27025
4185,"Iroquois, IL",38200,2011,17075
4186,"Northwest Arctic Borough, AK",38197,2011,02188
4187,"Ogle, IL",38180,2011,17141
4188,"Pointe Coupee, LA",38177,2011,22077
4189,"Dickinson, MI",38167,2011,26043
4190,"Kingman, KS",38156,2011,20095
4191,"Le Sueur, MN",38152,2011,27079
4192,"Miami, OH",38147,2011,39109
4193,"Wise, TX",38130,2011,48497
4194,"Norman, MN",38121,2011,27107
4195,"Clay, TX",38107,2011,48077
4196,"Fond du Lac, WI",38107,2011,55039
4197,"Saline, NE",38106,2011,31151
4198,"Monongalia, WV",38104,2011,54061
4199,"Seminole, FL",38096,2011,12117
4200,"Marshall, IL",38090,2011,17123
4201,"Lake of the Woods, MN",38089,2011,27077
4202,"Franklin, PA",38047,2011,42055
4203,"Baldwin, AL",38046,2011,01003
4204,"Comanche, KS",38044,2011,20033
4205,"Duval, FL",38042,2011,12031
4206,"Albany, WY",38029,2011,56001
4207,"Bon Homme, SD",38022,2011,46009
4208,"Buffalo, WI",38006,2011,55011
4209,"Sauk, WI",37978,2011,55111
4210,"Mineral, NV",37975,2011,32021
4211,"Bay, FL",37967,2011,12005
4212,"Vernon, LA",37962,2011,22115
4213,"Carroll, MO",37950,2011,29033
4214,"Rice, KS",37950,2011,20159
4215,"Bandera, TX",37944,2011,48019
4216,"San Patricio, TX",37934,2011,48409
4217,"Harrison, TX",37933,2011,48203
4218,"Washington, MD",37923,2011,24043
4219,"Campbell, KY",37912,2011,21037
4220,"Wyandotte, KS",37905,2011,20209
4221,"Wood, WI",37892,2011,55141
4222,"Hardin, TX",37883,2011,48199
4223,"Otter Tail, MN",37875,2011,27111
4224,"Burnet, TX",37865,2011,48053
4225,"Maricopa, AZ",37855,2011,04013
4226,"Webster, IA",37850,2011,19187
4227,"Floyd, IA",37848,2011,19067
4228,"Arthur, NE",37828,2011,31005
4229,"Whiteside, IL",37826,2011,17195
4230,"Madison, IL",37825,2011,17119
4231,"Sumner, TN",37824,2011,47165
4232,"Storey, NV",37789,2011,32029
4233,"Cotton, OK",37772,2011,40033
4234,"Allamakee, IA",37769,2011,19005
4235,"Wabash, IL",37750,2011,17185
4236,"Carbon, PA",37742,2011,42025
4237,"Judith Basin, MT",37732,2011,30045
4238,"Marion, IA",37732,2011,19125
4239,"Gallatin, IL",37719,2011,17059
4240,"Sherburne, MN",37715,2011,27141
4241,"Beckham, OK",37707,2011,40009
4242,"Beauregard, LA",37697,2011,22011
4243,"Clinton, IA",37683,2011,19045
4244,"Craven, NC",37672,2011,37049
4245,"Freeborn, MN",37669,2011,27047
4246,"Iberia, LA",37669,2011,22045
4247,"Berrien, MI",37661,2011,26021
4248,"Mendocino, CA",37658,2011,06045
4249,"Taylor, IA",37652,2011,19173
4250,"Grand Traverse, MI",37648,2011,26055
4251,"Kiowa, KS",37646,2011,20097
4252,"Montgomery, OH",37625,2011,39113
4253,"Panola, TX",37611,2011,48365
4254,"Centre, PA",37601,2011,42027
4255,"Adams, IL",37590,2011,17001
4256,"Elk, KS",37572,2011,20049
4257,"McKean, PA",37568,2011,42083
4258,"Greenville, SC",37568,2011,45045
4259,"St. Clair, IL",37556,2011,17163
4260,"Williamson, IL",37555,2011,17199
4261,"Tensas, LA",37545,2011,22107
4262,"Chautauqua, KS",37542,2011,20019
4263,"Orange, TX",37540,2011,48361
4264,"Mason, IL",37533,2011,17125
4265,"Chippewa, WI",37522,2011,55017
4266,"Brewster, TX",37522,2011,48043
4267,"Walworth, WI",37522,2011,55127
4268,"Calaveras, CA",37516,2011,06009
4269,"Queens, NY",37502,2011,36081
4270,"Livingston, IL",37501,2011,17105
4271,"Carter, OK",37488,2011,40019
4272,"Oconto, WI",37484,2011,55083
4273,"Glynn, GA",37481,2011,13127
4274,"Stearns, MN",37465,2011,27145
4275,"Pierce, WI",37435,2011,55093
4276,"Klickitat, WA",37420,2011,53039
4277,"Dorchester, MD",37415,2011,24019
4278,"Cass, MO",37408,2011,29037
4279,"Becker, MN",37404,2011,27005
4280,"Benton, OR",37395,2011,41003
4281,"Jefferson, WI",37386,2011,55055
4282,"Lee, TX",37380,2011,48287
4283,"De Soto, LA",37375,2011,22031
4284,"Guilford, NC",37348,2011,37081
4285,"Pawnee, KS",37326,2011,20145
4286,"Chelan, WA",37318,2011,53007
4287,"Waupaca, WI",37316,2011,55135
4288,"Boone, IL",37311,2011,17007
4289,"Iron, WI",37306,2011,55051
4290,"Custer, SD",37293,2011,46033
4291,"Pickens, GA",37283,2011,13227
4292,"Bedford, VA*",37277,2011,51019
4293,"Jackson, IA",37277,2011,19097
4294,"Dearborn, IN",37276,2011,18029
4295,"Montgomery, AL",37275,2011,01101
4296,"Fairfield, OH",37249,2011,39045
4297,"Kent, TX",37238,2011,48263
4298,"Dawson, MT",37232,2011,30021
4299,"Fayette, IA",37213,2011,19065
4300,"Perkins, SD",37212,2011,46105
4301,"Butler, OH",37212,2011,39017
4302,"Gunnison, CO",37210,2011,08051
4303,"Hancock, IL",37208,2011,17067
4304,"Murray, OK",37200,2011,40099
4305,"Cameron, LA",37192,2011,22023
4306,"Wayne, IL",37187,2011,17191
4307,"Washburn, WI",37184,2011,55129
4308,"Andrew, MO",37182,2011,29003
4309,"Greene, NY",37173,2011,36039
4310,"Bureau, IL",37169,2011,17011
4311,"Comanche, OK",37168,2011,40031
4312,"Currituck, NC",37168,2011,37053
4313,"Houston, GA",37158,2011,13153
4314,"St. Louis (Independent City), MO",37154,2011,29510
4315,"Bayfield, WI",37127,2011,55007
4316,"Dixon, NE",37121,2011,31051
4317,"Georgetown, SC",37117,2011,45043
4318,"Wilson, TX",37116,2011,48493
4319,"Black Hawk, IA",37112,2011,19013
4320,"Clarion, PA",37100,2011,42031
4321,"Gentry, MO",37090,2011,29075
4322,"Missoula, MT",37086,2011,30063
4323,"Rogers, OK",37076,2011,40131
4324,"Lucas, OH",37052,2011,39095
4325,"Hardin, KY",37052,2011,21093
4326,"Licking, OH",37051,2011,39089
4327,"Sawyer, WI",37050,2011,55113
4328,"Ottawa, MI",37040,2011,26139
4329,"Clark, NV",37028,2011,32003
4330,"LaSalle, IL",37025,2011,17099
4331,"Finney, KS",37025,2011,20055
4332,"King William, VA",37022,2011,51101
4333,"Clinton, MI",37003,2011,26037
4334,"Hood River, OR",37003,2011,41027
4335,"Keweenaw, MI",37001,2011,26083
4336,"Lorain, OH",36991,2011,39093
4337,"Deschutes, OR",36986,2011,41017
4338,"Hinds, MS",36972,2011,28049
4339,"Aleutians East Borough, AK*",36966,2011,02013
4340,"Blair, PA",36961,2011,42013
4341,"Schuyler, IL",36959,2011,17169
4342,"San Benito, CA",36937,2011,06069
4343,"Mahoning, OH",36930,2011,39099
