GeoFips,GeoName,2019,2022
01001,"Autauga, AL",,0.16077555816686262
01003,"Baldwin, AL",,0.18442528855586393
01005,"Barbour, AL",,0.1693815770505982
01007,"Bibb, AL",,0.16848367804634945
01009,"Blount, AL",,0.1964661798090861
01011,"Bullock, AL",,0.1574251585311901
01013,"Butler, AL",,0.24439021802556904
01015,"Calhoun, AL",,0.157455030342613
01017,"Chambers, AL",,0.15902450658875433
01019,"Cherokee, AL",,0.1864079722978509
01021,"Chilton, AL",,0.16708580903689385
01023,"Choctaw, AL",,0.20824227286918506
01025,"Clarke, AL",,0.20188880021282252
01027,"Clay, AL",,0.24534665833853841
01029,"Cleburne, AL",,0.2270457697642163
01031,"Coffee, AL",,0.185783408522475
01033,"Colbert, AL",,0.16968860336085378
01035,"Conecuh, AL",,0.18470702150758478
01037,"Coosa, AL",,0.18830798764210077
01039,"Covington, AL",,0.17184282530817185
01041,"Crenshaw, AL",,0.2660831857003094
01043,"Cullman, AL",,0.2310969649883461
01045,"Dale, AL",,0.17876196348623363
01047,"Dallas, AL",,0.19166642916179777
01049,"DeKalb, AL",,0.2331032805326685
01051,"Elmore, AL",,0.16863538937842337
01053,"Escambia, AL",,0.16700721153846154
01055,"Etowah, AL",,0.15218091099307895
01057,"Fayette, AL",,0.17183318465655661
01059,"Franklin, AL",,0.23928224166887646
01061,"Geneva, AL",,0.1521265907568654
01063,"Greene, AL",,0.14261724841069934
01065,"Hale, AL",,0.13935096090475318
01067,"Henry, AL",,0.17041851260485297
01069,"Houston, AL",,0.1639179954441914
01071,"Jackson, AL",,0.17041704981879158
01073,"Jefferson, AL",,0.21588930633189785
01075,"Lamar, AL",,0.1449601308525863
01077,"Lauderdale, AL",,0.17871328525138508
01079,"Lawrence, AL",,0.16009164059007608
01081,"Lee, AL",,0.19591721735566825
01083,"Limestone, AL",,0.21509178961594766
01085,"Lowndes, AL",,0.1780202571291456
01087,"Macon, AL",,0.20875463564613783
01089,"Madison, AL",,0.16258588619367575
01091,"Marengo, AL",,0.17822255790533736
01093,"Marion, AL",,0.26448799139682166
01095,"Marshall, AL",,0.2178435899477218
01097,"Mobile, AL",,0.21130202367315776
01099,"Monroe, AL",,0.1688381730960289
01101,"Montgomery, AL",,0.13907668086682712
01103,"Morgan, AL",,0.142535671010658
01105,"Perry, AL",,0.17539443796427046
01107,"Pickens, AL",,0.17963889733735172
01109,"Pike, AL",,0.2380473341451792
01111,"Randolph, AL",,0.21873748068448462
01113,"Russell, AL",,0.1683631612530765
01115,"St. Clair, AL",,0.16391378057641082
01117,"Shelby, AL",,0.17415994565122728
01119,"Sumter, AL",,0.19249930377200863
01121,"Talladega, AL",,0.1741037104536265
01123,"Tallapoosa, AL",,0.16554328600793533
01125,"Tuscaloosa, AL",,0.09551770863777675
01127,"Walker, AL",,0.13819830359754315
01129,"Washington, AL",,0.1333333333333333
01131,"Wilcox, AL",,0.20928469632190172
01133,"Winston, AL",,0.22677986046902587
02010,"Aleutian Islands Census Area, AK*",,
02013,"Aleutians East Borough, AK*",,0.06092011293805011
02016,"Aleutians West Census Area, AK*",,0.15624373956594328
02020,"Anchorage Municipality, AK",,0.13657369078620563
02050,"Bethel Census Area, AK*",,0.09872755166501213
02060,"Bristol Bay Borough, AK",,0.1774034437402845
02063,"Chugach Census Area, AK*",,inf
02066,"Copper River Census Area, AK*",,inf
02068,"Denali Borough, AK*",,0.181503093913997
02070,"Dillingham Census Area, AK*",,0.06117470771696887
02090,"Fairbanks North Star Borough, AK",,0.16136437614568888
02100,"Haines Borough, AK*",,0.019093958933117605
02105,"Hoonah-Angoon Census Area, AK*",,0.17689384609971492
02110,"Juneau City and Borough, AK",,0.12195191553114082
02122,"Kenai Peninsula Borough, AK*",,0.13433443812839085
02130,"Ketchikan Gateway Borough, AK*",,0.07022739601507166
02150,"Kodiak Island Borough, AK",,0.15199446473683365
02158,"Kusilvak Census Area, AK*",,0.18698818579058107
02164,"Lake and Peninsula Borough, AK*",,0.16147289229388817
02170,"Matanuska-Susitna Borough, AK",,0.15861958843136859
02180,"Nome Census Area, AK",,0.18667049698362548
02185,"North Slope Borough, AK*",,-0.06831825273010916
02188,"Northwest Arctic Borough, AK",,0.15862271307919618
02195,"Petersburg Borough, AK*",,0.1007418330649894
02198,"Prince of Wales-Hyder Census Area, AK*",,0.08929815216945958
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",,
02220,"Sitka City and Borough, AK*",,0.16625007266174507
02230,"Skagway Municipality, AK*",,-0.01797784941763725
02231,"Skagway-Yakutat-Angoon Census Area, AK*",,
02232,"Skagway-Hoonah-Angoon Census Area, AK*",,
02240,"Southeast Fairbanks Census Area, AK*",,0.16228602237498313
02261,"Valdez-Cordova Census Area, AK*",,-1.0
02275,"Wrangell City and Borough, AK*",,0.11808294051833235
02280,"Wrangell-Petersburg Census Area, AK*",,
02282,"Yakutat City and Borough, AK*",,0.06614611081513044
02290,"Yukon-Koyukuk Census Area, AK*",,0.15928194899558346
02901,"Aleutian Islands Division, AK*",,
